Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1027,Sara,Johnson,student27@university.com,Male,18,Engineering,63.85,73.21,73.80402938583707,65.02,62.87,97.1,89.32,77.97663669762161,C,24.8,No,Yes,High School,High,10,7.3
S1028,Liam,Davis,student28@university.com,Female,21,Engineering,62.44,57.7,78.01085561510018,99.87,64.16,81.8,64.65,72.76151165982398,C,20.7,Yes,No,Master's,Low,7,4.9
S1029,Maria,Jones,student29@university.com,Female,23,Mathematics,61.73,48.02,69.69513901364658,70.3,99.95,16.9,54.18,68.12338404463112,D,21.0,Yes,Yes,PhD,Low,3,4.4
S1030,Ahmed,Brown,student30@university.com,Female,22,Business,59.64,74.31,63.34325144968694,60.61,66.37,80.3,63.39,62.39774600145121,D,19.1,Yes,Yes,,Medium,2,5.6
S1031,Ali,Johnson,student31@university.com,Male,22,Engineering,78.74,53.05,53.48321539825045,81.44,71.14,84.1,52.74,40.27891028042443,F,24.0,Yes,No,Master's,Low,2,8.1
S1032,Maria,Smith,student32@university.com,Female,21,Business,66.41,53.42,71.41307444404396,62.21,99.5,69.1,99.92,74.67094706195374,C,22.9,Yes,No,Master's,Medium,3,4.1
S1033,Sara,Williams,student33@university.com,Male,19,Engineering,91.02,56.5,62.42070832696365,74.7,68.47,65.7,53.92,63.16276047641769,D,17.7,No,No,,Medium,7,4.8
S1034,Emma,Davis,student34@university.com,Female,21,CS,59.2,75.21,73.84654251778264,74.13,68.31,44.1,97.92,73.16591222238303,C,25.5,No,Yes,Master's,Medium,8,4.5
S1035,Ahmed,Smith,student35@university.com,Female,23,CS,73.23,79.58,73.16646815247255,72.68,91.39,64.2,88.66,74.35758051351802,C,18.8,No,No,Bachelor's,Low,4,4.2
S1036,Maria,Davis,student36@university.com,Female,18,Mathematics,50.68,41.06,62.29287467841871,89.8,65.6,73.8,56.56,65.90981136763475,D,22.4,Yes,Yes,Master's,High,3,8.1
S1037,Ali,Williams,student37@university.com,Male,21,Mathematics,74.08,54.51,8.09870135287314,60.83,61.69,12.3,55.92,57.53156913610027,F,13.8,Yes,Yes,High School,Low,7,5.4
S1038,Ali,Williams,student38@university.com,Male,18,Business,52.79,65.86,73.91941816636627,95.22,71.16,25.7,61.86,79.04101673912895,C,19.2,Yes,No,Master's,High,3,7.6
S1039,John,Johnson,student39@university.com,Female,23,Mathematics,98.89,59.92,76.16258387962755,89.57,85.03,19.4,83.65,70.56267046753274,C,23.0,No,No,PhD,Low,8,4.7
S1040,John,Johnson,student40@university.com,Male,24,Business,89.53,93.05,73.69839445447752,66.66,52.16,84.1,91.5,71.37846645957146,C,25.0,Yes,No,Master's,Medium,4,6.0
S1041,Omar,Smith,student41@university.com,Male,23,CS,74.51,87.26,84.50367418664216,59.03,68.7,68.0,98.97,82.16327596936227,B,24.7,Yes,Yes,High School,High,8,4.6
S1042,Sara,Davis,student42@university.com,Male,20,CS,54.33,77.55,70.74081427526615,63.98,67.31,45.1,56.61,76.40807285085832,C,22.9,No,No,High School,Low,2,4.0
S1043,Liam,Williams,student43@university.com,Male,18,Engineering,79.62,44.28,68.00239119725342,66.63,62.24,82.6,57.8,67.02015003503159,D,20.8,Yes,Yes,Master's,Low,8,7.1
S1044,Maria,Smith,student44@university.com,Male,22,Business,87.94,82.04,72.83141960611866,77.85,82.71,71.7,52.12,73.68402931057794,C,17.8,No,Yes,Bachelor's,High,8,6.4
S1045,Maria,Brown,student45@university.com,Male,21,CS,59.54,72.62,65.6548485898123,52.32,64.5,91.4,50.02,66.62012885121624,D,19.3,Yes,Yes,Master's,Medium,10,6.1
S1046,Liam,Smith,student46@university.com,Male,24,CS,78.41,75.69,71.4299261949944,95.72,80.34,7.7,91.05,79.350843257921,C,22.1,Yes,No,,Medium,3,4.4
S1047,Omar,Jones,student47@university.com,Female,23,Business,90.71,75.07,67.19283979428607,54.93,75.22,50.9,59.91,65.24982532562052,D,25.1,No,No,High School,High,2,6.9
S1048,Emma,Smith,student48@university.com,Male,18,Engineering,88.41,84.95,72.3713172045698,63.96,60.86,70.7,77.39,79.25755243511344,C,24.8,No,No,Master's,Low,7,7.9
S1049,Emma,Jones,student49@university.com,Male,24,Engineering,90.15,63.3,66.27004688140983,55.46,63.33,20.7,53.31999999999999,67.40088855807663,D,15.9,No,Yes,Bachelor's,Medium,9,4.3
S1050,Omar,Jones,student50@university.com,Female,19,Engineering,93.97,58.73,67.47575176307272,62.83,58.53,32.7,53.290000000000006,61.14273293063289,D,22.0,Yes,Yes,Bachelor's,Low,10,6.1
S1051,Emma,Jones,student51@university.com,Female,20,Engineering,96.88,84.75,72.5002439439943,91.88,52.83,41.900000000000006,80.92,72.9015611970798,C,21.4,No,Yes,Bachelor's,Medium,1,5.6
S1052,John,Brown,student52@university.com,Female,19,CS,70.28,52.41,72.43398307824503,80.76,80.96,79.4,75.12,72.5615149101213,C,20.4,Yes,No,PhD,Low,5,8.5
S1053,Maria,Smith,student53@university.com,Female,23,Business,78.44,70.77,64.42420686155225,61.37,83.64,49.400000000000006,54.74,60.63710922794832,D,22.9,No,No,PhD,Medium,3,5.3
S1054,Omar,Smith,student54@university.com,Male,19,Business,89.53,88.27,73.50387461009403,93.59,58.3,49.3,84.44,79.4710045569737,C,27.2,Yes,Yes,PhD,Low,9,8.7
S1055,Maria,Brown,student55@university.com,Female,19,CS,84.86,89.33,76.04329346048917,90.04,80.77,43.1,64.0,74.72851176809588,C,26.1,No,Yes,,Low,8,8.1
S1056,Liam,Williams,student56@university.com,Female,20,CS,99.78,68.37,76.9629286740245,87.68,99.1,22.9,82.16,70.02264371180175,C,19.4,No,Yes,,Medium,9,4.5
S1057,Ali,Johnson,student57@university.com,Male,20,CS,50.68,51.55,76.05603424970926,92.38,53.72,92.3,97.86,73.82183323172879,C,21.8,Yes,Yes,Master's,Medium,9,6.4
S1058,John,Smith,student58@university.com,Male,20,Mathematics,67.76,45.98,73.07246518151294,80.98,74.52,31.8,86.45,72.8091249167015,C,23.8,No,Yes,PhD,Low,10,7.2
S1059,Ahmed,Johnson,student59@university.com,Male,24,Business,64.05,84.6,71.75694301539755,75.07,86.65,56.7,70.92,73.07439090590658,C,26.0,No,Yes,PhD,High,3,7.0
S1060,John,Davis,student60@university.com,Female,20,Business,63.12,75.18,64.97574412910296,68.7,52.3,14.9,72.38,62.1207396242991,D,19.5,Yes,No,,Low,7,7.4
S1061,Omar,Davis,student61@university.com,Male,19,Business,61.13,79.05,86.87019275438136,61.19,88.91,43.4,90.46,81.61567361202579,B,23.4,Yes,Yes,Bachelor's,High,5,6.1
S1062,Ahmed,Brown,student62@university.com,Female,22,Engineering,85.46,48.65,73.42230264897066,77.87,98.98,90.4,66.29,72.35254473742522,C,18.9,Yes,No,Bachelor's,Medium,6,8.5
S1063,Ali,Davis,student63@university.com,Male,22,CS,54.24,96.09,83.88039294355752,94.47,54.42,99.5,85.26,83.84681743925123,B,20.3,Yes,Yes,High School,High,8,5.4
S1064,Omar,Davis,student64@university.com,Male,20,CS,87.08,99.35,75.59031443674104,79.7,91.11,36.2,71.72,78.3743364189106,C,26.3,No,Yes,Master's,Low,10,4.5
S1065,Sara,Williams,student65@university.com,Female,24,CS,84.67,66.0,76.92003273137603,95.98,68.93,15.4,90.93,77.65122474561707,C,28.0,No,No,Master's,Medium,8,8.9
S1066,Maria,Williams,student66@university.com,Male,21,Mathematics,62.54,57.69,61.63025648143767,67.85,57.21,31.4,51.77,64.09107053796701,D,21.1,Yes,No,PhD,Medium,7,7.3
S1067,Ali,Williams,student67@university.com,Male,18,Business,62.64,86.63,81.89738247538355,84.76,74.66,32.7,96.89,84.09826418934104,B,27.8,Yes,No,,High,1,7.3
S1068,Maria,Davis,student68@university.com,Male,23,CS,81.44,84.18,72.48752267147468,82.43,53.58,64.5,78.74,74.33558712886905,C,24.2,Yes,No,Master's,Medium,1,8.1
S1069,Emma,Brown,student69@university.com,Male,24,Mathematics,88.11,98.07,74.26143057786858,83.52,76.11,49.6,67.67,72.9477234612072,C,20.5,No,Yes,Bachelor's,High,6,6.1
S1070,Sara,Jones,student70@university.com,Male,21,CS,93.82,46.89,69.87103875069504,82.25,50.97,76.8,51.97,60.55712362717279,D,22.1,No,Yes,,Low,9,5.9
S1071,Sara,Jones,student71@university.com,Female,23,Engineering,92.61,74.84,75.92804034576479,61.08,86.43,70.1,67.39,72.14042282267512,C,27.8,Yes,Yes,PhD,Medium,8,8.7
S1072,Ali,Johnson,student72@university.com,Female,21,Business,98.24,71.52,64.47826551095505,57.18,74.4,25.1,57.31,69.11436880849793,D,22.0,No,Yes,PhD,Low,1,5.9
S1073,Sara,Jones,student73@university.com,Male,21,Mathematics,79.07,93.41,77.42401719694506,98.93,72.95,78.4,53.42,74.43495366533973,C,28.2,Yes,No,Master's,High,8,4.4
S1074,Ahmed,Jones,student74@university.com,Female,22,CS,95.43,92.45,79.40357632006328,52.26,59.81,84.7,66.09,76.08420439459806,C,14.4,No,Yes,Master's,High,5,5.5
S1075,Sara,Williams,student75@university.com,Female,18,Business,90.43,98.68,72.358625589699,73.39,68.06,59.8,72.93,74.86139386617428,C,25.8,No,No,High School,Low,2,8.4
S1076,Maria,Williams,student76@university.com,Female,21,Mathematics,94.73,55.72,69.43756342432651,71.25,59.09,92.8,57.09,65.86866507405269,D,21.9,No,Yes,Master's,High,7,4.5
S1077,Maria,Davis,student77@university.com,Male,20,Business,50.58,77.85,64.14295272482771,68.0,86.77,78.3,50.7,65.80797732524472,D,20.6,Yes,Yes,Master's,High,2,7.6
S1078,Omar,Johnson,student78@university.com,Male,23,Business,98.3,65.64,73.07654467282302,89.1,59.95,59.5,78.95,70.2084806719644,C,22.6,Yes,No,Bachelor's,Low,4,5.3
S1079,Maria,Smith,student79@university.com,Male,24,Engineering,73.68,65.34,75.23960273977397,87.27,80.84,90.6,57.24,75.14548238702794,C,16.3,Yes,Yes,Bachelor's,Low,4,7.7
S1080,Omar,Johnson,student80@university.com,Female,22,Business,89.91,55.2,63.45575556701067,95.26,63.98,60.0,43.55,63.19240661359144,D,20.5,No,Yes,,Medium,5,6.6
S1081,Maria,Johnson,student81@university.com,Female,23,Mathematics,56.36,89.09,71.18359756285712,69.77,82.85,52.1,56.04,71.38581096022233,C,23.7,No,No,Master's,Medium,6,7.2
S1082,Ahmed,Brown,student82@university.com,Male,20,Business,69.8,99.15,73.00806114070666,78.21,77.02,35.6,76.02,76.90590533930896,C,28.3,Yes,Yes,Master's,Low,2,5.2
S1083,Liam,Davis,student83@university.com,Male,20,Mathematics,63.57,55.38,61.60362831860176,94.62,71.17,88.3,54.76,61.05446640321803,D,19.2,Yes,Yes,PhD,Medium,8,4.8
S1084,Omar,Brown,student84@university.com,Female,21,Business,64.58,43.37,64.78428465400252,99.69,83.65,12.3,47.82,63.15104507779947,D,18.5,Yes,Yes,Bachelor's,High,9,4.3
S1085,John,Johnson,student85@university.com,Female,20,CS,56.16,88.93,78.08516850149488,98.46,70.79,47.400000000000006,72.59,72.95562045530123,C,21.0,No,No,PhD,Medium,3,8.1
S1086,Emma,Johnson,student86@university.com,Male,18,Engineering,90.29,62.21,63.574832599031645,85.89,91.07,53.7,58.39,61.78635334216753,D,24.1,No,No,Master's,Medium,7,7.6
S1087,Ali,Johnson,student87@university.com,Female,20,CS,50.46,97.58,75.44632065447044,57.16,86.48,55.5,72.31,70.89890869344141,C,23.5,No,Yes,Bachelor's,High,4,5.5
S1088,Maria,Jones,student88@university.com,Female,21,Engineering,65.63,55.13,64.42465070274102,51.16,77.03,65.19999999999999,51.14,67.35403115377834,D,20.1,No,Yes,Master's,Low,10,8.2
S1089,Sara,Brown,student89@university.com,Female,23,Mathematics,58.72,50.26,86.37908870600556,91.26,93.85,50.6,93.03,81.22311445749958,B,25.7,Yes,Yes,High School,High,4,8.2
S1090,Liam,Johnson,student90@university.com,Female,20,Engineering,79.45,69.55,74.61022269511686,92.05,91.44,25.7,89.75,76.52133115573686,C,23.6,No,Yes,PhD,Medium,1,4.7
S1091,Maria,Williams,student91@university.com,Female,22,Business,62.71,54.13,82.47296626569516,87.32,76.59,85.7,99.64,84.12727898841528,B,27.7,Yes,No,Bachelor's,High,5,7.6
S1092,Sara,Davis,student92@university.com,Female,24,Business,62.95,55.71,64.63785745240995,64.0,53.42,65.8,57.45,64.90886712990768,D,19.1,No,No,Bachelor's,Low,6,5.5
S1093,Emma,Davis,student93@university.com,Female,22,CS,74.42,47.56,60.06442197348986,81.99,78.3,85.8,59.77,60.99032043329554,D,19.8,Yes,No,Master's,Medium,5,6.3
S1094,Emma,Williams,student94@university.com,Male,22,Engineering,82.63,53.45,72.69856749730549,65.81,67.76,27.6,97.33,72.2877551140304,C,21.3,Yes,Yes,Master's,Low,6,6.2
S1095,Emma,Davis,student95@university.com,Male,23,Mathematics,56.07,46.37,72.17354481692753,72.53,77.01,63.7,69.98,72.83719817966622,C,17.8,No,No,,Low,3,7.0
S1096,Sara,Jones,student96@university.com,Female,19,Mathematics,58.78,97.23,72.3972091417956,69.12,82.36,71.39999999999999,77.78,75.56936933015562,C,24.1,No,No,,High,2,5.7
S1097,Maria,Jones,student97@university.com,Female,24,Business,62.36,56.71,78.9827178222733,95.68,82.24,38.3,68.95,75.77365150986365,C,24.0,No,Yes,PhD,Low,5,4.4
S1098,Emma,Smith,student98@university.com,Female,22,Mathematics,98.69,66.63,72.4600390451483,61.71,83.68,81.19999999999999,77.29,78.00230458156437,C,23.5,No,No,Bachelor's,High,6,7.4
S1099,Ahmed,Smith,student99@university.com,Male,22,Business,69.86,93.92,75.32497281849399,78.88,83.96,0.3,54.04,76.49061897562596,C,22.5,Yes,Yes,Master's,High,10,8.8
S1100,Omar,Smith,student100@university.com,Male,19,Business,79.95,70.64,61.81694683593305,68.05,55.46,59.5,72.19,65.36535866826577,D,16.8,No,Yes,PhD,Medium,6,7.3
S1101,Sara,Davis,student101@university.com,Female,23,Business,62.08,77.08,87.21376790610418,83.15,59.59,61.4,99.26,87.11741004351018,B,23.5,No,Yes,Bachelor's,Low,5,6.7
S1102,Sara,Jones,student102@university.com,Male,24,CS,74.52,82.33,74.85811823972446,78.23,81.53,53.4,53.29,70.95490165725752,C,21.3,No,No,Master's,Low,2,4.8
S1103,Maria,Jones,student103@university.com,Female,22,CS,53.71,89.73,81.71916090656048,96.2,70.41,63.0,90.05,81.00860670363873,B,21.2,No,No,,Low,1,7.1
S1104,Sara,Jones,student104@university.com,Female,21,Business,51.74,92.66,79.80511401632516,55.08,88.14,16.7,62.09,73.05528065764378,C,22.2,No,Yes,Bachelor's,Low,10,7.1
S1105,Sara,Williams,student105@university.com,Female,23,Business,73.44,78.56,74.24326455409783,61.03,56.25,68.5,59.88,78.48800160006027,C,24.9,No,No,Master's,Low,6,7.1
S1106,Emma,Jones,student106@university.com,Female,24,Business,69.93,93.4,76.29757191310308,88.32,59.58,33.6,84.67,75.69759834860348,C,29.5,Yes,No,PhD,High,1,8.5
S1107,Maria,Williams,student107@university.com,Female,22,Mathematics,56.84,55.120000000000005,5.6673593819504,68.44,77.92,45.2,52.21,49.10941698315191,F,19.7,Yes,Yes,PhD,Medium,1,7.6
S1108,Emma,Smith,student108@university.com,Female,22,Business,84.38,56.64,67.60452479740555,58.29,75.04,33.3,62.16,63.42044727807976,D,22.1,Yes,No,High School,Medium,6,7.9
S1109,Omar,Smith,student109@university.com,Female,19,Business,99.65,82.8,44.44075323220113,75.17,63.32,47.400000000000006,50.07,46.38295429480402,F,18.4,No,No,Bachelor's,Low,1,5.6
S1110,Liam,Davis,student110@university.com,Male,24,Engineering,69.78,72.49,70.13069875206477,82.61,70.42,62.2,77.72,72.00403654770341,C,16.1,Yes,Yes,PhD,High,2,5.4
S1111,Omar,Smith,student111@university.com,Female,21,Engineering,81.23,94.37,70.10769778341015,52.24,51.75,83.80000000000001,73.1,76.24645802132949,C,23.1,No,Yes,Bachelor's,High,1,5.0
S1112,Liam,Davis,student112@university.com,Male,23,Engineering,98.15,42.41,66.26162902852195,64.58,51.85,48.3,78.77,69.63894656863077,D,22.4,Yes,No,PhD,Low,7,7.9
S1113,Emma,Johnson,student113@university.com,Female,20,Engineering,91.58,63.85,72.47947332138448,90.47,54.75,32.3,86.01,74.64076357669171,C,31.3,Yes,Yes,Bachelor's,Medium,4,7.5
S1114,Omar,Johnson,student114@university.com,Female,18,Business,73.18,96.87,76.15154089525423,76.01,78.84,48.8,56.3,79.26327413647789,C,23.0,No,Yes,Bachelor's,Low,4,5.7
S1115,Maria,Brown,student115@university.com,Male,21,Engineering,86.87,54.98,63.709114431289926,51.77,93.19,68.89999999999999,54.73,63.39473340263878,D,22.3,Yes,Yes,Bachelor's,High,4,4.7
S1116,Ali,Davis,student116@university.com,Male,20,Mathematics,56.41,96.49,83.4339293499315,64.1,63.01,34.7,96.58,84.67445687788774,B,24.4,No,No,High School,Low,5,8.2
S1117,Emma,Brown,student117@university.com,Female,21,Mathematics,75.61,97.23,79.72100500773075,81.96,51.7,41.4,86.27,78.21602083168658,C,19.6,No,Yes,,Low,9,5.9
S1118,Liam,Brown,student118@university.com,Male,24,Engineering,63.95,92.93,85.88193149901261,59.97,85.43,56.3,79.71,88.27723752198318,B,28.9,Yes,Yes,Bachelor's,Low,5,4.9
S1119,Ahmed,Johnson,student119@university.com,Female,20,CS,58.06,86.82,87.08017892292168,91.37,92.77,29.4,77.95,82.14289365666347,B,26.7,Yes,No,,High,10,4.7
S1120,Liam,Davis,student120@university.com,Female,24,Mathematics,71.31,61.81999999999999,68.51003096853994,83.83,56.91,20.9,59.900000000000006,67.52853179385679,D,24.6,Yes,No,,Medium,2,8.6
S1121,Ahmed,Johnson,student121@university.com,Male,20,Mathematics,56.55,92.18,75.8769219596932,73.57,69.29,14.0,79.26,75.15863801813086,C,20.0,Yes,No,,Low,8,4.7
S1122,Sara,Brown,student122@university.com,Male,21,Engineering,84.95,86.55,72.64902658055807,95.78,57.94,35.3,88.58,75.09310932148284,C,27.8,Yes,No,PhD,Medium,8,5.8
S1123,Omar,Davis,student123@university.com,Male,19,Engineering,72.81,63.81,60.69690600430784,69.59,55.32,4.8,56.38,61.349318309967416,D,16.2,No,Yes,Master's,Medium,9,7.2
S1124,Ahmed,Brown,student124@university.com,Male,21,Business,76.56,98.94,82.52155815283318,61.75,82.41,58.3,98.49,86.62198908719266,B,26.8,Yes,No,,High,4,6.0
S1125,Liam,Jones,student125@university.com,Female,24,Mathematics,57.32,70.14,66.36560310946335,83.07,98.38,17.6,50.97,64.67754746511126,D,28.9,No,Yes,Bachelor's,Low,3,6.4
S1126,Sara,Davis,student126@university.com,Male,21,Engineering,56.99,98.53,76.7368996412635,78.66,83.91,37.7,72.39,75.18720352443722,C,19.7,No,Yes,Master's,Low,10,8.0
S1127,Ali,Davis,student127@university.com,Male,20,Engineering,79.17,43.44,6.922421926744916,66.76,99.24,26.9,51.14,18.032573226034657,F,12.4,No,No,PhD,Medium,6,9.0
S1128,Maria,Brown,student128@university.com,Male,18,Business,99.25,48.34,61.84664973059444,67.18,71.72,63.0,63.52,61.450904579394525,D,21.3,Yes,No,High School,Medium,1,6.3
S1129,Maria,Jones,student129@university.com,Male,20,Mathematics,54.81,67.09,77.55055819079566,69.91,94.89,85.0,69.09,74.31935465131183,C,21.2,Yes,No,,Medium,6,5.9
S1130,Maria,Williams,student130@university.com,Male,22,Engineering,64.29,52.09,58.50702518610796,64.56,60.25,63.3,45.49,34.77692849308831,F,11.7,Yes,Yes,,High,5,6.0
S1131,Ahmed,Johnson,student131@university.com,Female,21,Business,93.47,86.96,89.54589410911242,85.51,55.9,54.3,99.28,84.75223858710297,B,24.8,No,Yes,PhD,High,1,5.8
S1132,Ali,Brown,student132@university.com,Female,23,Engineering,53.61,49.64,75.11655956413382,82.57,85.13,66.9,71.41,73.37015288011364,C,19.2,Yes,No,Bachelor's,Medium,6,6.4
S1133,Ahmed,Davis,student133@university.com,Male,21,CS,93.79,98.57,73.53764748314717,72.04,68.57,3.0,70.71,76.29072202174763,C,24.8,Yes,Yes,Bachelor's,High,3,5.7
S1134,Omar,Johnson,student134@university.com,Male,19,CS,76.21,58.9,61.98684526319612,69.89,65.88,12.3,61.16,65.18078747306835,D,18.4,Yes,Yes,Master's,High,8,6.3
S1135,Ahmed,Johnson,student135@university.com,Female,24,Engineering,70.41,52.74,56.16063147591641,68.25,83.56,9.5,55.81,23.585689952902303,F,20.4,No,No,Master's,High,3,8.7
S1136,Ali,Johnson,student136@university.com,Male,23,Mathematics,65.48,56.48,51.03512199070023,64.17,66.67,9.8,54.650000000000006,12.689218406820933,F,10.9,No,No,Bachelor's,Low,3,5.4
S1137,Ali,Williams,student137@university.com,Female,20,CS,64.86,55.760000000000005,65.29087037109042,54.28,78.63,26.0,50.81999999999999,60.77058891012554,D,19.8,Yes,No,High School,High,7,7.3
S1138,Omar,Smith,student138@university.com,Female,19,Business,65.29,43.52,65.95554244400734,63.41,64.97,53.2,62.260000000000005,68.51676529500838,D,24.8,Yes,No,Bachelor's,Medium,1,6.4
S1139,Ali,Brown,student139@university.com,Male,21,Engineering,94.24,48.98,69.42434122669758,66.06,89.19,11.5,79.83,67.15581978634762,D,17.7,Yes,Yes,High School,Low,10,7.7
S1140,Liam,Smith,student140@university.com,Female,20,Business,86.19,84.75,79.30217655047653,77.38,65.62,93.5,59.64,75.53832102636048,C,23.9,No,No,PhD,Medium,10,6.4
S1141,Ali,Smith,student141@university.com,Male,20,CS,83.49,51.19,72.2014610691081,88.69,76.75,85.39999999999999,80.39,76.06428810345595,C,27.6,Yes,No,High School,High,8,4.8
S1142,Maria,Smith,student142@university.com,Male,22,Mathematics,89.94,54.13,57.4566810930768,69.79,51.16,97.2,51.88,31.859515965847,F,11.0,No,Yes,PhD,Medium,4,8.4
S1143,Liam,Johnson,student143@university.com,Female,22,Business,62.86,87.58,78.52438168196656,97.24,89.59,4.3,65.84,73.58108947034646,C,23.4,No,No,,Medium,5,7.4
S1144,Liam,Jones,student144@university.com,Female,18,CS,80.9,45.6,66.20849886742057,91.37,81.02,85.1,62.63,69.19186164799932,D,23.0,No,Yes,Bachelor's,High,5,6.6
