Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1048,Emma,Smith,student48@university.com,Male,18,Engineering,63.25,53.87,53.23,76.73,62.5,61.34,78.43,59.86,D,27.1,No,No,Master's,High,5,5.8
S1049,Emma,Jones,student49@university.com,Male,24,Engineering,52.1,41.24,46.19,31.69,37.85,53.97,45.15,41.75,F,18.7,No,No,Bachelor's,,6,4.9
S1050,Omar,Jones,student50@university.com,Female,19,Engineering,75.62,74.6,65.35,51.85,54.68,78.85,57.38,65.71,C,19.8,Yes,No,Bachelor's,Medium,7,6.3
S1051,Emma,Jones,student51@university.com,Female,20,Engineering,82.28,71.64,60.62,61.81,63.94,89.65,59.8,67.4,C,25.8,No,Yes,Bachelor's,Medium,2,6.4
S1052,John,Brown,student52@university.com,Female,19,CS,62.97,55.21,57.58,47.05,56.48,62.97,45.23,55.19,D,21.4,Yes,No,PhD,High,7,5.2
S1053,Maria,Smith,student53@university.com,Female,23,Business,58.42,39.58,53.37,55.31,54.42,63.51,58.93,50.74,D,29,No,Yes,PhD,Medium,4,5.2
S1054,Omar,Smith,student54@university.com,Male,19,Business,67.85,55.95,61.89,53.73,58.61,67.38,58.51,58.7,D,21.7,Yes,No,PhD,High,3,6.8
S1055,Maria,Brown,student55@university.com,Female,19,CS,70.12,43.59,38.98,57.4,53.18,75.06,61.25,49.08,F,13.6,No,Yes,High School,Low,6,4.5
S1056,Liam,Williams,student56@university.com,Female,20,CS,71.23,59.92,76.32,62.91,61.35,70.08,62.07,66.6,C,28.8,No,No,High School,Low,6,4.4
S1057,Ali,Johnson,student57@university.com,Male,20,CS,92.53,75.32,72.88,71.45,95.11,93.69,67.86,77.63,B,32.3,Yes,No,Master's,High,3,7.1
S1058,John,Smith,student58@university.com,Male,20,Mathematics,87.5,84.04,76.39,80.42,79.86,72.58,82.29,79.46,B,37.1,No,Yes,PhD,High,2,9.6
S1059,Ahmed,Johnson,student59@university.com,Male,24,Business,70.07,71.8,71.16,64.7,58.94,74.96,63.99,69.22,C,26.4,No,Yes,PhD,High,3,8.3
S1060,John,Davis,student60@university.com,Female,20,Business,78.36,87.91,96.87,73.48,96.01,77.1,63.1,87.44,A,34.5,Yes,No,High School,Low,1,9.1
S1061,Omar,Davis,student61@university.com,Male,19,Business,52.7,31.78,20.32,26.96,38.65,60.4,26.02,30.93,F,10.1,Yes,Yes,Bachelor's,,5,4
S1062,Ahmed,Brown,student62@university.com,Female,22,Engineering,76.62,42.61,39.52,58.02,61.19,76.38,51.31,50,D,16,Yes,Yes,Bachelor's,Medium,6,4.5
S1063,Ali,Davis,student63@university.com,Male,22,CS,62.91,53.59,57.06,54.97,50.04,59.49,58.84,55.14,D,20.2,Yes,Yes,High School,Low,1,7
S1064,Omar,Davis,student64@university.com,Male,20,CS,73.36,63.29,46.89,74.14,67.07,74.76,68.19,62.07,C,26.6,No,Yes,Master's,High,1,8.5
S1065,Sara,Williams,student65@university.com,Female,24,CS,82.64,68.04,81.82,70.69,71.24,85.2,85.73,74.74,B,23.4,No,No,Master's,High,2,8.1
S1066,Maria,Williams,student66@university.com,Male,21,Mathematics,81.89,73.33,68.61,68.9,57.3,81.84,72.49,70.28,B,22.4,Yes,No,PhD,High,7,4.6
S1067,Ali,Williams,student67@university.com,Male,18,Business,100,88.09,89.53,97.98,90.21,87.8,100,90.68,A,40,Yes,Yes,High School,Low,6,9
S1068,Maria,Davis,student68@university.com,Male,23,CS,60.11,55.62,70.65,67.31,51.75,64.2,78.73,62.94,C,30.5,Yes,Yes,Master's,High,3,6.9
S1069,Emma,Brown,student69@university.com,Male,24,Mathematics,85.04,75.99,79.71,97.89,78.61,85.62,92.15,82.71,A,33.8,No,No,Bachelor's,High,1,8.4
S1070,Sara,Jones,student70@university.com,Male,21,CS,70.14,69.73,58.82,51.6,59.97,69.08,61,61.79,C,21.1,No,No,High School,Low,3,5.9
S1071,Sara,Jones,student71@university.com,Female,23,Engineering,62.24,45.36,52.35,46.08,44.89,49.8,48.91,48,F,18.9,Yes,No,PhD,High,7,4.3
S1072,Ali,Johnson,student72@university.com,Female,21,Business,76.25,64.31,66.73,76,78.62,73.57,83.43,69.73,C,25.1,No,Yes,PhD,High,1,8.5
S1073,Sara,Jones,student73@university.com,Male,21,Mathematics,64.47,48.81,35.89,69.41,70.53,60.27,59.18,52.37,D,22,Yes,Yes,Master's,High,1,7.8
S1074,Ahmed,Jones,student74@university.com,Female,22,CS,83.19,47.96,38.1,43.6,52.38,81.06,48.46,47.88,F,12.2,No,Yes,Master's,High,7,4.8
S1075,Sara,Williams,student75@university.com,Female,18,Business,49.18,35.46,33.35,46.77,41.23,48.09,51.49,38.93,F,16.4,No,No,High School,Low,5,5.8
S1076,Maria,Williams,student76@university.com,Female,21,Mathematics,76.64,77.59,76.77,76.04,78.72,69.86,84.88,76.37,B,33,No,No,Master's,High,1,8.2
S1077,Maria,Davis,student77@university.com,Male,20,Business,90.21,72.25,77.02,94.27,79.6,91.04,83.45,80.7,A,31.1,Yes,No,Master's,High,1,7.4
S1078,Omar,Johnson,student78@university.com,Male,23,Business,79.28,52.12,37.63,74.17,69.66,79.24,71.52,56.65,D,24.1,Yes,No,Bachelor's,Medium,5,7.9
S1079,Maria,Smith,student79@university.com,Male,24,Engineering,64.15,71.93,75.6,67.27,52.66,68.78,68.86,69.86,C,24.7,Yes,Yes,Bachelor's,Medium,6,6.1
S1080,Omar,Johnson,student80@university.com,Female,22,Business,76.24,100,94.8,81.7,91.57,73.14,83.1,91.25,A,39.2,No,Yes,High School,High,1,9.5
S1081,Maria,Johnson,student81@university.com,Female,23,Mathematics,82.13,68.55,71.96,60.49,69.92,78.3,74.46,69.07,C,24.7,No,No,Master's,High,1,6.8
S1082,Ahmed,Brown,student82@university.com,Male,20,Business,56.74,46.53,33.34,30.85,31.05,57.2,36.66,38.96,F,9.9,Yes,No,Master's,High,8,4
S1083,Liam,Davis,student83@university.com,Male,20,Mathematics,74.32,67.15,62.25,69.7,66.56,71.92,72.76,66.61,C,24.5,Yes,Yes,PhD,High,3,7.2
S1084,Omar,Brown,student84@university.com,Female,21,Business,83.85,64.43,90.03,91.81,72.63,79.78,95.63,79.94,B,36.3,Yes,No,Bachelor's,Medium,3,8.1
S1085,John,Johnson,student85@university.com,Female,20,CS,85.08,69.67,60.71,60.33,56.61,78.09,62.37,64.65,C,27.2,No,Yes,PhD,High,4,7.5
S1086,Emma,Johnson,student86@university.com,Male,18,Engineering,65.86,61.94,67.4,82.85,54.78,64.13,76.35,67.26,C,34.4,No,No,Master's,High,2,6.3
S1087,Ali,Johnson,student87@university.com,Female,20,CS,48.62,24.19,21.67,43.25,38.26,54.87,40.3,31.72,F,12.4,No,No,Bachelor's,Medium,6,4
S1088,Maria,Jones,student88@university.com,Female,21,Engineering,60.07,53.21,64.9,61.2,50.8,58.05,67.32,58.56,D,20.1,No,No,Master's,High,3,5.9
S1089,Sara,Brown,student89@university.com,Female,23,Mathematics,84.48,52.12,36.81,65.56,61.45,84.22,64.49,54.36,D,16.1,Yes,No,High School,Low,3,6
S1090,Liam,Johnson,student90@university.com,Female,20,Engineering,70.73,63.69,73.07,58.94,68.83,63.73,52.15,66.07,C,27.9,No,Yes,PhD,Low,6,5.8
S1091,Maria,Williams,student91@university.com,Female,22,Business,65.18,75.37,61.96,68.48,72.28,68.66,61.16,68.99,C,29.7,Yes,No,Bachelor's,Medium,3,8.1
S1092,Sara,Davis,student92@university.com,Female,24,Business,62.67,69.16,51.02,61.02,50.43,64.76,62.06,59.78,D,19.7,No,Yes,Bachelor's,Medium,1,6.4
S1093,Emma,Davis,student93@university.com,Female,22,CS,93.94,83.83,75.46,82.1,87.39,91.76,84.47,82.12,A,31.5,Yes,No,Master's,High,3,9.4
S1094,Emma,Williams,student94@university.com,Male,22,Engineering,73.51,56.12,58.17,66.97,61.99,75.42,72.81,61.42,C,27.2,Yes,Yes,Master's,Low,3,6.6
S1095,Emma,Davis,student95@university.com,Male,23,Mathematics,64.55,67.51,76.9,66.5,69.23,61.53,68.17,69.7,C,28.2,No,Yes,High School,Low,3,9.1
S1096,Sara,Jones,student96@university.com,Female,19,Mathematics,64.27,62.81,64.57,72.35,74.57,66.7,61.96,66.81,C,28.8,No,No,High School,Low,1,7.4
S1097,Maria,Jones,student97@university.com,Female,24,Business,87.11,94.03,92.43,74.51,80.2,79.04,69.04,86.76,A,31.9,No,No,PhD,High,1,7.5
S1098,Emma,Smith,student98@university.com,Female,22,Mathematics,64.22,53.46,47.02,51.08,50.98,64.32,39.23,51.89,D,20.2,No,No,Bachelor's,Medium,5,5.8
S1099,Ahmed,Smith,student99@university.com,Male,22,Business,86.84,53.22,42.04,42.54,42.61,89.17,55.68,50.26,D,9.6,Yes,Yes,Master's,High,3,4.6
S1100,Omar,Smith,student100@university.com,Male,19,Business,92.71,78.3,79.56,64.28,80.69,84.25,50.11,76.71,B,24.3,No,Yes,PhD,High,3,6.9
S1101,Sara,Davis,student101@university.com,Female,23,Business,99.02,99.06,96.79,77.49,87.7,93.93,78.64,92.42,A,32.3,No,Yes,Bachelor's,Medium,1,10
S1102,Sara,Jones,student102@university.com,Male,24,CS,76.23,58.81,57.16,60.55,48.01,71.93,67.14,58.9,D,17.4,No,No,Master's,High,3,6.2
S1103,Maria,Jones,student103@university.com,Female,22,CS,80.63,60.96,47.45,58.97,60.23,81.03,65.02,58.44,D,25.7,No,No,High School,Low,4,5.9
S1104,Sara,Jones,student104@university.com,Female,21,Business,72.41,61.91,60.4,65.5,51.83,77.54,79.38,62.73,C,28.2,No,No,Bachelor's,Medium,4,6.7
S1105,Sara,Williams,student105@university.com,Female,23,Business,84.31,76.94,83.59,96.92,66.31,80.11,87.74,82.18,A,36.4,No,No,Master's,High,1,10
S1106,Emma,Jones,student106@university.com,Female,24,Business,66.72,76.84,72.39,68.78,77.37,69.46,65.24,73.21,B,28,Yes,No,PhD,High,3,8.4
S1107,Maria,Williams,student107@university.com,Female,22,Mathematics,80.84,100,88.9,79.1,73.32,78.56,63.95,87.68,A,33.1,Yes,Yes,PhD,Low,2,9.1
S1108,Emma,Smith,student108@university.com,Female,22,Business,49.43,47.06,33.71,35.84,26.5,49.67,40.05,39.02,F,12.4,Yes,Yes,High School,Low,6,4
S1109,Omar,Smith,student109@university.com,Female,19,Business,69.11,58.78,68.26,60.95,54.09,72.06,55.36,62.92,C,25.1,No,Yes,Bachelor's,Medium,3,5.6
S1110,Liam,Davis,student110@university.com,Male,24,Engineering,57.15,40.9,46.95,47.44,48.48,63.15,54.86,47.01,F,19.7,Yes,Yes,PhD,High,7,5.6
S1111,Omar,Smith,student111@university.com,Female,21,Engineering,72.13,71.05,80.33,82.3,70.73,67.77,75.48,75.72,B,30.7,No,Yes,Bachelor's,Medium,3,9
S1112,Liam,Davis,student112@university.com,Male,23,Engineering,52.41,68.35,88.57,66.17,57.88,61.25,68.57,72.22,B,28.6,Yes,No,PhD,High,1,8.2
S1113,Emma,Johnson,student113@university.com,Female,20,Engineering,72.51,79.36,72.72,77.75,81.76,79.36,88.52,77.29,B,40,Yes,Yes,Bachelor's,Medium,3,8.8
S1114,Omar,Johnson,student114@university.com,Female,18,Business,55.55,36.72,35.23,34.99,35.82,54.98,32.86,37.66,F,11.1,No,Yes,Bachelor's,Medium,8,4
S1115,Maria,Brown,student115@university.com,Male,21,Engineering,77.57,79.14,75.1,85.2,89.62,83.95,92.75,80.67,A,29.5,Yes,No,Bachelor's,Medium,2,8.9
S1116,Ali,Davis,student116@university.com,Male,20,Mathematics,89.86,72.74,74.56,65.78,68.12,86.91,53.15,72.85,B,21.5,No,Yes,High School,Low,2,8.2
S1117,Emma,Brown,student117@university.com,Female,21,Mathematics,67.93,74.23,74.87,58.99,55.3,69,62.73,68.96,C,22.4,No,No,High School,Low,1,5.4
S1118,Liam,Brown,student118@university.com,Male,24,Engineering,82.1,90.86,86.95,76.47,65.33,89,78.35,84.07,A,33.6,Yes,No,Bachelor's,Medium,2,6.7
S1119,Ahmed,Johnson,student119@university.com,Female,20,CS,78.33,54.81,54.17,48.69,62.47,81.85,48.25,56.86,D,20.2,Yes,Yes,High School,Low,7,5.4
S1120,Liam,Davis,student120@university.com,Female,24,Mathematics,87.52,74.66,75.27,54.83,79.73,81.9,61.24,72.11,B,22.3,Yes,Yes,High School,Low,2,6.8
S1121,Ahmed,Johnson,student121@university.com,Male,20,Mathematics,67.64,56.93,68.03,65.48,67.29,66.57,67.7,63.97,C,28.1,Yes,Yes,High School,Low,3,7.8
S1122,Sara,Brown,student122@university.com,Male,21,Engineering,70.61,90.01,100,88.93,77.44,73.12,89.05,89.84,A,38.5,Yes,Yes,PhD,High,1,9.5
S1123,Omar,Davis,student123@university.com,Male,19,Engineering,67.2,63.39,68.19,47.76,60.97,70.34,45.43,62.16,C,28,No,Yes,Master's,High,5,5.4
S1124,Ahmed,Brown,student124@university.com,Male,21,Business,60.76,45.92,43.19,46.16,56.96,63.42,45.65,48,F,18.3,Yes,No,High School,Low,5,6.2
S1125,Liam,Jones,student125@university.com,Female,24,Mathematics,65.08,63.76,54.79,59.91,77.66,63.55,67.35,61.67,C,23.5,No,Yes,Bachelor's,Medium,6,5.1
S1126,Sara,Davis,student126@university.com,Male,21,Engineering,69.1,63.25,69.11,62.91,70.26,67.55,56.44,66.07,C,29.5,No,No,Master's,High,1,8.3
S1127,Ali,Davis,student127@university.com,Male,20,Engineering,52.36,47.87,46.15,57.11,46.2,56.77,54.12,49.92,F,24.9,No,No,PhD,High,6,4.2
S1128,Maria,Brown,student128@university.com,Male,18,Business,78.62,78.61,86.52,98.66,68.21,69.97,85.06,83.09,A,38.4,Yes,No,High School,Low,6,7.3
S1129,Maria,Jones,student129@university.com,Male,20,Mathematics,85.3,50.24,72.71,57.24,61.37,85.73,57.68,63.04,C,28.7,Yes,No,High School,Low,7,4.9
S1130,Maria,Williams,student130@university.com,Male,22,Engineering,71.77,63.06,66.93,73.56,58.41,73.7,87.29,66.92,C,21.3,Yes,Yes,High School,Low,4,7.1
S1131,Ahmed,Johnson,student131@university.com,Female,21,Business,83.71,69.76,58.79,79.6,81.35,77.29,81.62,70.35,B,27.9,No,Yes,PhD,High,1,9
S1132,Ali,Brown,student132@university.com,Female,23,Engineering,71.58,62.95,54.94,59.92,64.1,74.69,51.84,61.23,C,31.8,Yes,No,Bachelor's,Medium,4,6.1
S1133,Ahmed,Davis,student133@university.com,Male,21,CS,74.98,66.99,53.15,80.51,59.61,66.41,89.05,64.75,C,26.6,Yes,Yes,Bachelor's,Low,6,7.4
S1134,Omar,Johnson,student134@university.com,Male,19,CS,82.93,43.08,38.6,59.9,48.18,83.19,53.23,49.62,F,17.5,Yes,Yes,Master's,High,7,5.4
S1135,Ahmed,Johnson,student135@university.com,Female,24,Engineering,70.56,54.38,48.6,67.96,55.06,75.94,74.21,57.59,D,18.6,No,Yes,Master's,High,5,6.8
S1136,Ali,Johnson,student136@university.com,Male,23,Mathematics,32.26,36.81,49.54,56.97,44.25,42.78,57.48,46,F,18.5,No,No,Bachelor's,Medium,4,4.3
S1137,Ali,Williams,student137@university.com,Female,20,CS,69.47,66.93,74.3,69,71.29,73.59,72.13,70.66,B,27.7,Yes,No,High School,Medium,3,8.2
S1138,Omar,Smith,student138@university.com,Female,19,Business,72.57,55,63.37,67.05,66.39,76.39,74.93,63.2,C,25.8,Yes,Yes,Bachelor's,Medium,6,6.3
S1139,Ali,Brown,student139@university.com,Male,21,Engineering,71.68,52.84,52.76,54.75,63.79,74.32,45.37,56.44,D,25.9,Yes,Yes,High School,Low,6,6.6
S1140,Liam,Smith,student140@university.com,Female,20,Business,72.12,53.12,47.67,57.55,64.46,72.43,56.15,55.44,D,20.3,No,Yes,PhD,High,4,7.1
S1141,Ali,Smith,student141@university.com,Male,20,CS,57.1,22.53,19.74,37.38,35.21,59.08,46.42,29.59,F,11.6,Yes,No,High School,Low,8,4
S1142,Maria,Smith,student142@university.com,Male,22,Mathematics,70.71,54.61,71.09,63.08,54.49,77.3,62.02,63.5,C,27.1,No,Yes,PhD,High,4,5.8
S1143,Liam,Johnson,student143@university.com,Female,22,Business,95.36,87.17,79.24,60.31,70.63,94.32,56.8,78.48,B,31.9,No,No,High School,Low,3,7.2
S1144,Liam,Jones,student144@university.com,Female,18,CS,69.78,49.09,41,73.84,54.33,76.75,72.08,54.9,D,23.3,No,No,Bachelor's,Medium,3,6.7
S1145,Omar,Johnson,student145@university.com,Male,22,CS,100,100,96.93,100,100,99.96,92.59,99.08,A,38.3,No,No,Master's,High,1,10
S1146,John,Johnson,student146@university.com,Female,24,CS,86.27,67.24,80.21,82.12,85.8,78.16,77.62,77.06,B,27.4,No,Yes,High School,Low,4,9.2
S1147,John,Davis,student147@university.com,Male,23,Business,68.13,69.18,67.46,81.54,61.74,66.17,89.87,70.09,B,26.5,No,No,Master's,High,5,7.2
S1148,Ali,Davis,student148@university.com,Female,20,CS,76.53,81.51,74.63,73.44,61.81,67.01,69.95,74.41,B,26.2,Yes,No,High School,Low,3,5.2
S1149,Liam,Smith,student149@university.com,Female,22,Engineering,46.68,63.53,59.21,57.6,64.39,44.56,68.18,59.24,D,31.7,No,No,Bachelor's,Medium,2,6.1
S1150,John,Johnson,student150@university.com,Male,18,CS,77.8,71.35,75.94,68.33,68.16,68.21,75.69,71.49,B,28.8,No,No,Bachelor's,Medium,5,8.2
S1151,John,Smith,student151@university.com,Male,21,Engineering,79.64,65.66,72.15,71.94,65.97,67.42,74.81,69.07,C,24.8,No,No,Bachelor's,Medium,4,7.1
S1152,Ali,Davis,student152@university.com,Male,23,Mathematics,86.97,83.98,74.47,89.29,69.28,83.39,82.88,80.66,A,25.5,Yes,No,High School,Low,2,9.2
S1153,John,Jones,student153@university.com,Female,22,Engineering,80.78,69.35,70.97,65.01,59.22,85.5,66.92,69.57,C,23.4,No,Yes,PhD,High,4,7.1
S1154,Ahmed,Brown,student154@university.com,Male,20,Mathematics,81.94,71.13,44.98,76.12,74.38,82.33,75.69,65.73,C,26.3,No,No,High School,Low,7,7.2
S1155,Sara,Smith,student155@university.com,Male,21,Mathematics,86.72,81.28,95.28,98.69,85.56,87.85,91.34,90.05,A,33.7,No,No,High School,Low,1,9.8
S1156,Omar,Jones,student156@university.com,Female,24,Engineering,74.65,55.51,51.6,60.77,53.1,74.99,62.18,57.1,D,17.4,No,No,High School,Low,7,5.1
S1157,Sara,Brown,student157@university.com,Female,20,Mathematics,78.81,73.71,78.68,75.29,97.14,78.77,70.98,78.37,B,40,Yes,No,PhD,High,1,10
S1158,Ali,Williams,student158@university.com,Male,21,Engineering,90.38,75.02,73.89,70.25,76.38,91.19,82.94,75.48,B,32.1,No,Yes,Master's,High,1,8.3
S1159,Maria,Smith,student159@university.com,Male,24,Business,85.4,100,100,100,100,82.5,88.56,98.25,A,39.2,No,No,Master's,High,1,10
S1160,Omar,Smith,student160@university.com,Male,24,Mathematics,81.36,70.45,69.75,64.35,56.86,80.72,69.48,68.69,C,25.7,No,No,Bachelor's,Medium,3,5.8
S1161,Ali,Williams,student161@university.com,Male,23,Engineering,83.58,83.62,87.59,87.29,81.31,79.83,85.32,84.94,A,34.4,Yes,No,High School,High,3,9.9
