Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1025,Emma,Davis,student25@university.com,Male,18,Mathematics,60.65,73.97,76.94,99.18,69.93,94.19,97.5,81.52,A,23.6,No,No,PhD,High,10,7.7
S1026,Emma,Johnson,student26@university.com,Male,18,Business,53.94,56.98,59.07,87.68,67.51,85.35,84.38,67.64,C,20.1,No,No,PhD,High,6,8.3
S1027,Sara,Johnson,student27@university.com,Male,18,Engineering,63.85,55.42,58.03,62.71,72.79,96.19,65.82,63.48,C,24.8,No,No,High School,Low,10,7.3
S1028,Liam,Davis,student28@university.com,Female,21,Engineering,62.44,57.63,71.62,65.75,78.53,77.17,58.33,67.5,C,20.7,Yes,Yes,Master's,High,7,4.9
S1029,Maria,Jones,student29@university.com,Female,23,Mathematics,61.73,76.42,83.37,48.02,66.89,77.85,53.6,72.01,B,21.0,Yes,No,PhD,High,3,4.4
S1030,Ahmed,Brown,student30@university.com,Female,22,Business,59.64,68.12,71.95,69.77,60.84,76.3,61.29,69.69,C,19.1,Yes,Yes,High School,Low,2,5.6
S1031,Ali,Johnson,student31@university.com,Male,22,Engineering,78.74,51.5,61.7,79.33,85.23,71.56,79.84,65.51,C,24.0,Yes,Yes,Master's,High,2,8.1
S1032,Maria,Smith,student32@university.com,Female,21,Business,66.41,59.71,51.21,83.72,72.03,71.67,87.3,64.39,C,22.9,Yes,Yes,Master's,High,3,4.1
S1033,Sara,Williams,student33@university.com,Male,19,Engineering,91.02,69.4,65.58,76.53,55.32,100.0,77.26,71.33,B,17.7,No,No,High School,Low,7,4.8
S1034,Emma,Davis,student34@university.com,Female,21,CS,59.2,73.21,70.97,79.72,57.86,79.39,90.13,72.92,B,25.5,No,No,Master's,High,8,4.5
S1035,Ahmed,Smith,student35@university.com,Female,23,CS,73.23,69.3,65.58,73.31,78.61,82.66,70.2,71.25,B,18.8,No,No,Bachelor's,Medium,4,4.2
S1036,Maria,Davis,student36@university.com,Female,18,Mathematics,50.68,84.56,73.37,80.84,88.18,83.87,77.35,80.75,A,22.4,Yes,Yes,Master's,High,3,8.1
S1037,Ali,Williams,student37@university.com,Male,21,Mathematics,74.08,64.82,69.38,87.13,73.86,80.66,78.22,73.14,B,13.8,Yes,Yes,High School,Low,7,5.4
S1038,Ali,Williams,student38@university.com,Male,18,Business,52.79,56.98,68.9,92.07,77.78,80.28,100.0,71.98,B,19.2,Yes,Yes,Master's,High,3,7.6
S1039,John,Johnson,student39@university.com,Female,23,Mathematics,98.89,100.0,94.92,71.33,91.21,69.12,65.81,88.78,A,23.0,No,No,PhD,High,8,4.7
S1040,John,Johnson,student40@university.com,Male,24,Business,89.53,56.58,64.15,67.12,79.76,81.36,67.91,65.76,C,25.0,Yes,Yes,Master's,High,4,6.0
S1041,Omar,Smith,student41@university.com,Male,23,CS,74.51,81.67,80.08,69.55,63.33,86.4,76.21,77.41,B,24.7,Yes,Yes,High School,Low,8,4.6
S1042,Sara,Davis,student42@university.com,Male,20,CS,54.33,89.55,83.99,76.38,82.23,73.88,74.04,82.95,A,22.9,No,Yes,High School,Low,2,4.0
S1043,Liam,Williams,student43@university.com,Male,18,Engineering,79.62,90.52,92.93,76.97,70.98,86.8,70.22,86.21,A,20.8,Yes,Yes,Master's,High,8,7.1
S1044,Maria,Smith,student44@university.com,Male,22,Business,87.94,71.56,63.68,78.37,84.89,79.66,86.05,72.7,B,17.8,No,No,Bachelor's,Medium,8,6.4
S1045,Maria,Brown,student45@university.com,Male,21,CS,59.54,57.5,49.82,76.68,64.87,72.0,72.24,61.22,C,19.3,Yes,Yes,Master's,High,10,6.1
S1046,Liam,Smith,student46@university.com,Male,24,CS,78.41,65.73,58.93,71.41,78.37,79.17,80.18,67.43,C,22.1,Yes,Yes,High School,Low,3,4.4
S1047,Omar,Jones,student47@university.com,Female,23,Business,90.71,52.15,61.84,85.42,71.62,84.97,87.33,66.94,C,25.1,No,No,High School,Low,2,6.9
S1048,Emma,Smith,student48@university.com,Male,18,Engineering,88.41,61.63,64.83,80.71,77.66,78.92,67.8,69.74,C,24.8,No,No,Master's,High,7,7.9
S1049,Emma,Jones,student49@university.com,Male,24,Engineering,90.15,65.96,70.03,57.12,80.36,75.31,62.92,67.79,C,15.9,No,No,Bachelor's,Medium,9,4.3
S1050,Omar,Jones,student50@university.com,Female,19,Engineering,93.97,75.09,85.13,88.32,66.89,74.42,95.51,79.86,B,22.0,Yes,Yes,Bachelor's,Medium,10,6.1
S1051,Emma,Jones,student51@university.com,Female,20,Engineering,96.88,68.25,62.62,88.25,70.75,65.72,78.08,70.56,B,21.4,No,No,Bachelor's,Medium,1,5.6
S1052,John,Brown,student52@university.com,Female,19,CS,70.28,55.83,66.89,100.0,68.35,78.53,100.0,71.5,B,20.4,Yes,Yes,PhD,High,5,8.5
S1053,Maria,Smith,student53@university.com,Female,23,Business,78.44,65.77,65.24,53.49,87.55,73.95,45.49,66.15,C,22.9,No,No,PhD,Medium,3,5.3
S1054,Omar,Smith,student54@university.com,Male,19,Business,89.53,59.8,59.55,56.98,80.4,88.63,41.99,64.1,C,27.2,Yes,Yes,PhD,High,9,8.7
S1055,Maria,Brown,student55@university.com,Female,19,CS,84.86,64.14,66.8,57.49,72.63,83.94,67.58,66.44,C,26.1,No,No,High School,Low,8,8.1
S1056,Liam,Williams,student56@university.com,Female,20,CS,99.78,64.11,67.71,51.13,86.37,74.64,47.14,65.87,C,19.4,No,No,High School,Low,9,4.5
S1057,Ali,Johnson,student57@university.com,Male,20,CS,50.68,67.07,67.39,71.94,55.45,77.04,69.11,67.97,C,21.8,Yes,Yes,Master's,High,9,6.4
S1058,John,Smith,student58@university.com,Male,20,Mathematics,67.76,74.74,78.45,79.61,67.77,82.65,94.83,76.92,B,23.8,No,Yes,PhD,High,10,7.2
S1059,Ahmed,Johnson,student59@university.com,Male,24,Business,64.05,73.99,74.7,81.36,59.42,69.92,76.15,73.81,B,26.0,No,No,PhD,High,3,7.0
S1060,John,Davis,student60@university.com,Female,20,Business,63.12,65.42,66.14,89.12,74.77,63.04,79.5,71.07,B,19.5,Yes,Yes,High School,Low,7,7.4
S1061,Omar,Davis,student61@university.com,Male,19,Business,61.13,73.17,71.04,100.0,74.77,75.58,100.0,78.3,B,23.4,Yes,Yes,Bachelor's,Medium,5,6.1
S1062,Ahmed,Brown,student62@university.com,Female,22,Engineering,85.46,39.11,47.72,73.44,72.01,64.06,77.25,54.34,D,18.9,Yes,Yes,Bachelor's,Medium,6,8.5
S1063,Ali,Davis,student63@university.com,Male,22,CS,54.24,54.02,50.08,83.67,79.15,85.39,93.27,64.42,C,20.3,Yes,Yes,High School,Low,8,5.4
S1064,Omar,Davis,student64@university.com,Male,20,CS,87.08,53.56,51.4,72.11,81.15,86.43,65.61,62.67,C,26.3,No,No,Master's,High,10,4.5
S1065,Sara,Williams,student65@university.com,Female,24,CS,84.67,64.95,64.76,85.22,51.1,77.2,82.96,68.79,C,28.0,No,No,Master's,High,8,8.9
S1066,Maria,Williams,student66@university.com,Male,21,Mathematics,62.54,87.2,88.03,86.02,61.79,55.48,79.69,81.5,A,21.1,Yes,Yes,PhD,High,7,7.3
S1067,Ali,Williams,student67@university.com,Male,18,Business,62.64,71.59,85.13,79.49,70.62,77.8,89.98,77.76,B,27.8,Yes,Yes,High School,Low,1,7.3
S1068,Maria,Davis,student68@university.com,Male,23,CS,81.44,86.53,83.27,91.7,73.59,70.56,98.41,83.7,A,24.2,Yes,Yes,Master's,High,1,8.1
S1069,Emma,Brown,student69@university.com,Male,24,Mathematics,88.11,94.81,80.2,79.19,80.61,78.76,78.0,84.28,A,20.5,No,No,Bachelor's,High,6,6.1
S1070,Sara,Jones,student70@university.com,Male,21,CS,93.82,76.81,71.71,58.93,62.07,75.21,54.34,70.07,B,22.1,No,No,High School,Low,9,5.9
S1071,Sara,Jones,student71@university.com,Female,23,Engineering,92.61,85.56,87.4,88.58,84.83,77.48,85.51,85.84,A,27.8,Yes,Yes,PhD,High,8,8.7
S1072,Ali,Johnson,student72@university.com,Female,21,Business,98.24,92.38,83.08,77.31,66.75,66.58,79.96,81.43,A,22.0,No,Yes,PhD,High,1,5.9
S1073,Sara,Jones,student73@university.com,Male,21,Mathematics,79.07,71.86,64.65,42.27,75.72,67.5,37.69,63.73,C,28.2,Yes,Yes,Master's,High,8,4.4
S1074,Ahmed,Jones,student74@university.com,Female,22,CS,95.43,54.33,62.39,83.34,68.65,82.59,89.68,66.81,C,14.4,No,No,Master's,High,5,5.5
S1075,Sara,Williams,student75@university.com,Female,18,Business,90.43,63.05,68.23,53.07,73.97,74.67,55.16,64.86,C,25.8,No,No,High School,Low,2,8.4
S1076,Maria,Williams,student76@university.com,Female,21,Mathematics,94.73,68.05,60.6,67.99,71.55,97.28,62.2,69.08,C,21.9,No,No,Master's,High,7,4.5
S1077,Maria,Davis,student77@university.com,Male,20,Business,50.58,100.0,89.63,79.95,73.09,80.42,81.59,88.23,A,20.6,Yes,Yes,Master's,High,2,7.6
S1078,Omar,Johnson,student78@university.com,Male,23,Business,98.3,56.09,67.34,64.62,74.83,85.39,70.8,65.98,C,22.6,Yes,Yes,Bachelor's,Medium,4,5.3
S1079,Maria,Smith,student79@university.com,Male,24,Engineering,73.68,50.76,60.73,50.53,78.61,85.37,57.37,59.95,D,16.3,Yes,Yes,Bachelor's,Medium,4,7.7
S1080,Omar,Johnson,student80@university.com,Female,22,Business,89.91,68.91,62.94,59.93,68.05,100.0,61.22,68.35,C,20.5,No,No,High School,High,5,6.6
S1081,Maria,Johnson,student81@university.com,Female,23,Mathematics,56.36,41.06,35.91,81.68,77.31,84.75,77.95,55.63,D,23.7,No,No,Master's,High,6,7.2
S1082,Ahmed,Brown,student82@university.com,Male,20,Business,69.8,58.75,63.61,81.58,81.01,79.93,82.56,69.12,C,28.3,Yes,Yes,Master's,High,2,5.2
S1083,Liam,Davis,student83@university.com,Male,20,Mathematics,63.57,70.55,69.66,66.52,74.53,78.45,68.8,70.67,B,19.2,Yes,Yes,PhD,High,8,4.8
S1084,Omar,Brown,student84@university.com,Female,21,Business,64.58,73.67,75.03,79.08,61.74,63.81,91.84,72.98,B,18.5,Yes,Yes,Bachelor's,Medium,9,4.3
S1085,John,Johnson,student85@university.com,Female,20,CS,56.16,58.0,65.21,79.99,56.5,90.12,81.33,67.62,C,21.0,No,No,PhD,High,3,8.1
S1086,Emma,Johnson,student86@university.com,Male,18,Engineering,90.29,57.55,55.3,97.74,72.13,81.57,100.0,68.77,C,24.1,No,No,Master's,High,7,7.6
S1087,Ali,Johnson,student87@university.com,Female,20,CS,50.46,80.14,76.52,66.0,76.42,96.5,68.63,77.49,B,23.5,No,No,Bachelor's,Medium,4,5.5
S1088,Maria,Jones,student88@university.com,Female,21,Engineering,65.63,87.58,79.67,66.92,75.27,85.31,65.32,79.62,B,20.1,No,No,Master's,High,10,8.2
S1089,Sara,Brown,student89@university.com,Female,23,Mathematics,58.72,56.62,55.12,64.2,64.82,75.46,60.08,60.39,C,25.7,Yes,Yes,High School,Low,4,8.2
S1090,Liam,Johnson,student90@university.com,Female,20,Engineering,79.45,72.95,76.75,54.71,75.62,87.22,66.41,72.14,B,23.6,No,No,PhD,Low,1,4.7
S1091,Maria,Williams,student91@university.com,Female,22,Business,62.71,58.87,62.96,71.1,72.99,71.19,69.18,65.19,C,27.7,Yes,Yes,Bachelor's,Medium,5,7.6
S1092,Sara,Davis,student92@university.com,Female,24,Business,62.95,72.08,63.29,77.16,84.52,88.8,71.03,73.38,B,19.1,No,No,Bachelor's,Medium,6,5.5
S1093,Emma,Davis,student93@university.com,Female,22,CS,74.42,62.09,69.02,76.24,58.92,87.48,82.51,69.22,C,19.8,Yes,Yes,Master's,High,5,6.3
S1094,Emma,Williams,student94@university.com,Male,22,Engineering,82.63,66.45,66.06,100.0,56.22,80.2,98.5,73.4,B,21.3,Yes,Yes,Master's,Low,6,6.2
S1095,Emma,Davis,student95@university.com,Male,23,Mathematics,56.07,79.21,82.99,69.45,76.88,80.86,60.82,78.32,B,17.8,No,No,High School,Low,3,7.0
S1096,Sara,Jones,student96@university.com,Female,19,Mathematics,58.78,68.77,63.93,78.67,51.28,83.62,72.28,69.03,C,24.1,No,No,High School,Low,2,5.7
S1097,Maria,Jones,student97@university.com,Female,24,Business,62.36,55.1,53.53,78.99,75.49,77.54,73.08,63.69,C,24.0,No,No,PhD,High,5,4.4
S1098,Emma,Smith,student98@university.com,Female,22,Mathematics,98.69,75.82,77.17,88.96,76.53,76.07,95.17,78.95,B,23.5,No,Yes,Bachelor's,Medium,6,7.4
S1099,Ahmed,Smith,student99@university.com,Male,22,Business,69.86,74.14,67.73,66.45,67.49,86.73,55.86,71.27,B,22.5,Yes,Yes,Master's,High,10,8.8
S1100,Omar,Smith,student100@university.com,Male,19,Business,79.95,48.95,52.51,69.51,64.33,73.07,66.28,58.08,D,16.8,No,Yes,PhD,High,6,7.3
S1101,Sara,Davis,student101@university.com,Female,23,Business,62.08,58.16,54.27,75.61,78.32,90.06,77.93,65.69,C,23.5,No,No,Bachelor's,Medium,5,6.7
S1102,Sara,Jones,student102@university.com,Male,24,CS,74.52,76.34,73.72,69.72,68.86,78.71,62.66,73.72,B,21.3,No,No,Master's,High,2,4.8
S1103,Maria,Jones,student103@university.com,Female,22,CS,53.71,37.82,45.06,55.93,64.49,89.86,39.67,51.48,D,21.2,No,No,High School,Low,1,7.1
S1104,Sara,Jones,student104@university.com,Female,21,Business,51.74,61.73,64.48,80.11,76.73,82.02,85.34,69.76,C,22.2,No,No,Bachelor's,Medium,10,7.1
S1105,Sara,Williams,student105@university.com,Female,23,Business,73.44,81.1,77.69,79.04,93.61,67.57,88.17,79.56,B,24.9,No,No,Master's,High,6,7.1
S1106,Emma,Jones,student106@university.com,Female,24,Business,69.93,50.61,57.49,62.33,72.39,65.62,59.36,58.7,D,29.5,Yes,Yes,PhD,High,1,8.5
S1107,Maria,Williams,student107@university.com,Female,22,Mathematics,56.84,55.4,60.21,85.5,74.81,100.0,91.9,69.26,C,19.7,Yes,Yes,PhD,Low,1,7.6
S1108,Emma,Smith,student108@university.com,Female,22,Business,84.38,75.88,75.17,87.13,63.87,90.05,92.62,78.13,B,22.1,Yes,Yes,High School,Low,6,7.9
S1109,Omar,Smith,student109@university.com,Female,19,Business,99.65,53.99,54.44,60.43,72.45,93.53,65.95,61.21,C,18.4,No,No,Bachelor's,Medium,1,5.6
S1110,Liam,Davis,student110@university.com,Male,24,Engineering,69.78,89.26,92.82,77.48,94.08,71.63,78.89,86.69,A,16.1,Yes,Yes,PhD,High,2,5.4
S1111,Omar,Smith,student111@university.com,Female,21,Engineering,81.23,66.48,70.5,87.74,77.73,76.13,96.69,74.03,B,23.1,No,No,Bachelor's,Medium,1,5.0
S1112,Liam,Davis,student112@university.com,Male,23,Engineering,98.15,88.03,79.21,53.0,63.52,95.24,54.21,76.65,B,22.4,Yes,Yes,PhD,High,7,7.9
S1113,Emma,Johnson,student113@university.com,Female,20,Engineering,91.58,62.77,69.11,77.19,77.72,78.46,78.45,70.62,B,31.3,Yes,Yes,Bachelor's,Medium,4,7.5
S1114,Omar,Johnson,student114@university.com,Female,18,Business,73.18,53.68,63.2,66.07,81.53,83.74,66.23,64.8,C,23.0,No,No,Bachelor's,Medium,4,5.7
S1115,Maria,Brown,student115@university.com,Male,21,Engineering,86.87,73.61,73.4,70.41,73.95,82.05,72.45,73.78,B,22.3,Yes,Yes,Bachelor's,Medium,4,4.7
S1116,Ali,Davis,student116@university.com,Male,20,Mathematics,56.41,60.83,63.57,63.81,81.43,68.63,61.97,65.09,C,24.4,No,No,High School,Low,5,8.2
S1117,Emma,Brown,student117@university.com,Female,21,Mathematics,75.61,100.0,82.65,92.21,56.76,82.22,100.0,87.14,A,19.6,No,No,High School,Low,9,5.9
S1118,Liam,Brown,student118@university.com,Male,24,Engineering,63.95,73.38,68.64,57.36,55.57,86.6,53.99,68.3,C,28.9,Yes,Yes,Bachelor's,Medium,5,4.9
S1119,Ahmed,Johnson,student119@university.com,Female,20,CS,58.06,53.13,62.57,84.91,53.57,79.32,83.28,64.98,C,26.7,Yes,Yes,High School,Low,10,4.7
S1120,Liam,Davis,student120@university.com,Female,24,Mathematics,71.31,100.0,90.3,72.45,81.58,76.22,71.72,87.36,A,24.6,Yes,Yes,High School,Low,2,8.6
S1121,Ahmed,Johnson,student121@university.com,Male,20,Mathematics,56.55,62.87,64.34,64.97,69.36,83.96,52.47,66.49,C,20.0,Yes,Yes,High School,Low,8,4.7
S1122,Sara,Brown,student122@university.com,Male,21,Engineering,84.95,64.09,61.12,89.77,75.64,87.06,95.22,71.79,B,27.8,Yes,Yes,PhD,High,8,5.8
S1123,Omar,Davis,student123@university.com,Male,19,Engineering,72.81,67.24,70.18,76.64,64.03,76.34,85.68,70.59,B,16.2,No,No,Master's,High,9,7.2
S1124,Ahmed,Brown,student124@university.com,Male,21,Business,76.56,84.78,85.19,92.27,63.22,92.79,98.76,85.05,A,26.8,Yes,Yes,High School,Low,4,6.0
S1125,Liam,Jones,student125@university.com,Female,24,Mathematics,57.32,58.23,64.11,65.06,57.58,89.44,60.86,64.42,C,28.9,No,No,Bachelor's,Medium,3,6.4
S1126,Sara,Davis,student126@university.com,Male,21,Engineering,56.99,66.12,61.06,69.51,66.69,85.09,57.2,67.23,C,19.7,No,No,Master's,High,10,8.0
S1127,Ali,Davis,student127@university.com,Male,20,Engineering,79.17,91.51,88.85,83.76,82.24,86.94,95.09,87.78,A,12.4,No,No,PhD,High,6,9.0
S1128,Maria,Brown,student128@university.com,Male,18,Business,99.25,60.22,72.64,87.07,66.21,89.55,90.02,72.85,B,21.3,Yes,No,High School,Low,1,6.3
S1129,Maria,Jones,student129@university.com,Male,20,Mathematics,54.81,42.35,53.37,62.23,69.76,75.9,57.35,55.73,D,21.2,Yes,Yes,High School,Low,6,5.9
S1130,Maria,Williams,student130@university.com,Male,22,Engineering,64.29,48.16,54.09,85.43,73.66,75.05,94.26,62.63,C,11.7,Yes,Yes,High School,Low,5,6.0
S1131,Ahmed,Johnson,student131@university.com,Female,21,Business,93.47,29.68,27.16,55.52,60.83,76.11,57.45,41.85,F,24.8,No,No,PhD,High,1,5.8
S1132,Ali,Brown,student132@university.com,Female,23,Engineering,53.61,85.7,82.06,62.07,86.69,91.23,60.97,80.53,A,19.2,Yes,Yes,Bachelor's,Medium,6,6.4
S1133,Ahmed,Davis,student133@university.com,Male,21,CS,93.79,58.52,71.69,75.07,64.99,67.39,68.17,67.32,C,24.8,Yes,Yes,Bachelor's,Low,3,5.7
S1134,Omar,Johnson,student134@university.com,Male,19,CS,76.21,68.47,77.69,84.24,65.03,95.48,88.19,76.75,B,18.4,Yes,Yes,Master's,High,8,6.3
S1135,Ahmed,Johnson,student135@university.com,Female,24,Engineering,70.41,83.32,84.42,56.47,90.55,78.87,53.44,78.56,B,20.4,No,No,Master's,High,3,8.7
S1136,Ali,Johnson,student136@university.com,Male,23,Mathematics,65.48,73.7,69.64,90.73,88.56,83.53,89.95,78.36,B,10.9,No,No,Bachelor's,Medium,3,5.4
S1137,Ali,Williams,student137@university.com,Female,20,CS,64.86,77.84,77.59,100.0,64.66,86.17,100.0,81.71,A,19.8,Yes,Yes,High School,Medium,7,7.3
S1138,Omar,Smith,student138@university.com,Female,19,Business,65.29,60.68,68.18,51.85,77.82,72.46,49.46,64.06,C,24.8,Yes,Yes,Bachelor's,Medium,1,6.4
S1139,Ali,Brown,student139@university.com,Male,21,Engineering,94.24,53.09,63.12,67.04,77.51,81.29,70.59,64.15,C,17.7,Yes,Yes,High School,Low,10,7.7
S1140,Liam,Smith,student140@university.com,Female,20,Business,86.19,57.18,62.62,100.0,63.21,84.88,100.0,70.75,B,23.9,No,No,PhD,High,10,6.4
S1141,Ali,Smith,student141@university.com,Male,20,CS,83.49,66.46,73.3,77.12,79.08,81.72,82.88,73.43,B,27.6,Yes,Yes,High School,Low,8,4.8
S1142,Maria,Smith,student142@university.com,Male,22,Mathematics,89.94,88.66,85.58,72.48,89.72,81.74,66.19,83.91,A,11.0,No,No,PhD,High,4,8.4
S1143,Liam,Johnson,student143@university.com,Female,22,Business,62.86,65.72,66.96,72.73,83.55,69.06,69.51,69.61,C,23.4,No,No,High School,Low,5,7.4
S1144,Liam,Jones,student144@university.com,Female,18,CS,80.9,58.76,59.25,73.21,59.63,79.35,86.29,63.94,C,23.0,No,No,Bachelor's,Medium,5,6.6
S1145,Omar,Johnson,student145@university.com,Male,22,CS,73.0,70.61,74.04,72.88,45.55,82.24,84.07,70.75,B,23.4,No,Yes,Master's,High,4,8.2
S1146,John,Johnson,student146@university.com,Female,24,CS,89.12,57.04,66.63,51.28,80.77,71.83,43.98,62.62,C,17.5,No,No,High School,Low,1,8.9
S1147,John,Davis,student147@university.com,Male,23,Business,65.46,81.04,84.08,93.14,77.34,70.56,95.93,82.95,A,18.7,No,No,Master's,High,3,6.0
S1148,Ali,Davis,student148@university.com,Female,20,CS,82.16,73.68,66.64,68.22,75.93,81.19,57.88,71.45,B,26.8,Yes,Yes,High School,Low,8,5.8
S1149,Liam,Smith,student149@university.com,Female,22,Engineering,94.11,66.19,60.97,97.49,71.67,84.69,90.66,73.28,B,22.1,No,No,Bachelor's,Medium,2,7.8
S1150,John,Johnson,student150@university.com,Male,18,CS,70.11,69.58,77.29,100.0,86.04,86.82,97.91,81.35,A,24.2,No,No,Bachelor's,Medium,8,6.3
S1151,John,Smith,student151@university.com,Male,21,Engineering,53.33,74.1,75.34,74.78,77.89,95.11,79.13,77.09,B,24.6,No,No,Bachelor's,Medium,4,4.4
S1152,Ali,Davis,student152@university.com,Male,23,Mathematics,75.8,65.99,69.09,70.54,64.26,95.17,59.98,70.58,B,19.8,Yes,Yes,High School,Low,9,5.8
S1153,John,Jones,student153@university.com,Female,22,Engineering,67.3,50.93,56.9,79.03,85.16,82.12,77.3,64.88,C,24.5,No,No,PhD,High,8,8.0
S1154,Ahmed,Brown,student154@university.com,Male,20,Mathematics,83.61,77.25,87.31,58.34,66.35,86.66,47.25,76.34,B,23.6,No,No,High School,Low,8,7.5
S1155,Sara,Smith,student155@university.com,Male,21,Mathematics,97.55,82.05,77.96,48.87,71.42,80.22,27.2,72.94,B,20.9,No,No,High School,Low,4,8.3
S1156,Omar,Jones,student156@university.com,Female,24,Engineering,74.28,66.66,75.03,99.14,99.72,80.5,100.0,80.36,A,27.1,No,No,High School,Low,2,4.7
S1157,Sara,Brown,student157@university.com,Female,20,Mathematics,73.31,42.4,50.32,95.62,73.5,72.29,100.0,61.52,C,25.1,Yes,Yes,PhD,High,8,5.2
S1158,Ali,Williams,student158@university.com,Male,21,Engineering,82.73,72.95,63.76,70.91,64.4,78.57,76.24,69.49,C,18.6,No,No,Master's,High,7,5.1
